group_id,scenario_key,scenario_label,rep,method,selected_penalty
1000114,ideal_small_dense,"Ideal: small, dense",115,tuned_level,0.03
1000114,ideal_small_dense,"Ideal: small, dense",115,tuned_level_slope,0.1
1000115,ideal_small_dense,"Ideal: small, dense",116,tuned_level,0.03
1000115,ideal_small_dense,"Ideal: small, dense",116,tuned_level_slope,0.1
1000116,ideal_small_dense,"Ideal: small, dense",117,tuned_level,0.0
1000116,ideal_small_dense,"Ideal: small, dense",117,tuned_level_slope,0.1
1000117,ideal_small_dense,"Ideal: small, dense",118,tuned_level,0.1
1000117,ideal_small_dense,"Ideal: small, dense",118,tuned_level_slope,0.1
1000118,ideal_small_dense,"Ideal: small, dense",119,tuned_level,0.0
1000118,ideal_small_dense,"Ideal: small, dense",119,tuned_level_slope,0.1
1000119,ideal_small_dense,"Ideal: small, dense",120,tuned_level,0.03
1000119,ideal_small_dense,"Ideal: small, dense",120,tuned_level_slope,0.1
2000100,ideal_large_sparse,"Ideal: large, sparse",101,tuned_level,0.03
2000100,ideal_large_sparse,"Ideal: large, sparse",101,tuned_level_slope,0.1
2000101,ideal_large_sparse,"Ideal: large, sparse",102,tuned_level,0.03
2000101,ideal_large_sparse,"Ideal: large, sparse",102,tuned_level_slope,0.1
2000102,ideal_large_sparse,"Ideal: large, sparse",103,tuned_level,0.03
2000102,ideal_large_sparse,"Ideal: large, sparse",103,tuned_level_slope,0.1
2000103,ideal_large_sparse,"Ideal: large, sparse",104,tuned_level,0.03
2000103,ideal_large_sparse,"Ideal: large, sparse",104,tuned_level_slope,0.1
2000104,ideal_large_sparse,"Ideal: large, sparse",105,tuned_level,0.03
2000104,ideal_large_sparse,"Ideal: large, sparse",105,tuned_level_slope,0.1
2000105,ideal_large_sparse,"Ideal: large, sparse",106,tuned_level,0.03
2000105,ideal_large_sparse,"Ideal: large, sparse",106,tuned_level_slope,0.1
2000106,ideal_large_sparse,"Ideal: large, sparse",107,tuned_level,0.03
2000106,ideal_large_sparse,"Ideal: large, sparse",107,tuned_level_slope,0.1
2000107,ideal_large_sparse,"Ideal: large, sparse",108,tuned_level,0.1
2000107,ideal_large_sparse,"Ideal: large, sparse",108,tuned_level_slope,0.1
2000108,ideal_large_sparse,"Ideal: large, sparse",109,tuned_level,0.1
2000108,ideal_large_sparse,"Ideal: large, sparse",109,tuned_level_slope,0.1
2000109,ideal_large_sparse,"Ideal: large, sparse",110,tuned_level,0.03
2000109,ideal_large_sparse,"Ideal: large, sparse",110,tuned_level_slope,0.1
2000110,ideal_large_sparse,"Ideal: large, sparse",111,tuned_level,0.03
2000110,ideal_large_sparse,"Ideal: large, sparse",111,tuned_level_slope,0.1
2000111,ideal_large_sparse,"Ideal: large, sparse",112,tuned_level,0.03
2000111,ideal_large_sparse,"Ideal: large, sparse",112,tuned_level_slope,0.1
2000112,ideal_large_sparse,"Ideal: large, sparse",113,tuned_level,0.03
2000112,ideal_large_sparse,"Ideal: large, sparse",113,tuned_level_slope,0.1
2000113,ideal_large_sparse,"Ideal: large, sparse",114,tuned_level,0.1
2000113,ideal_large_sparse,"Ideal: large, sparse",114,tuned_level_slope,0.1
2000114,ideal_large_sparse,"Ideal: large, sparse",115,tuned_level,0.1
2000114,ideal_large_sparse,"Ideal: large, sparse",115,tuned_level_slope,0.1
2000115,ideal_large_sparse,"Ideal: large, sparse",116,tuned_level,0.03
2000115,ideal_large_sparse,"Ideal: large, sparse",116,tuned_level_slope,0.1
2000116,ideal_large_sparse,"Ideal: large, sparse",117,tuned_level,0.03
2000116,ideal_large_sparse,"Ideal: large, sparse",117,tuned_level_slope,0.1
2000117,ideal_large_sparse,"Ideal: large, sparse",118,tuned_level,0.03
2000117,ideal_large_sparse,"Ideal: large, sparse",118,tuned_level_slope,0.1
2000118,ideal_large_sparse,"Ideal: large, sparse",119,tuned_level,0.1
2000118,ideal_large_sparse,"Ideal: large, sparse",119,tuned_level_slope,0.1
2000119,ideal_large_sparse,"Ideal: large, sparse",120,tuned_level,0.03
2000119,ideal_large_sparse,"Ideal: large, sparse",120,tuned_level_slope,0.1
3000100,serial_dependence,Serial dependence,101,tuned_level,0.1
3000100,serial_dependence,Serial dependence,101,tuned_level_slope,0.1
3000101,serial_dependence,Serial dependence,102,tuned_level,0.03
3000101,serial_dependence,Serial dependence,102,tuned_level_slope,0.1
3000102,serial_dependence,Serial dependence,103,tuned_level,0.03
3000102,serial_dependence,Serial dependence,103,tuned_level_slope,0.1
3000103,serial_dependence,Serial dependence,104,tuned_level,0.1
3000103,serial_dependence,Serial dependence,104,tuned_level_slope,0.1
3000104,serial_dependence,Serial dependence,105,tuned_level,0.1
3000104,serial_dependence,Serial dependence,105,tuned_level_slope,0.1
3000105,serial_dependence,Serial dependence,106,tuned_level,0.1
3000105,serial_dependence,Serial dependence,106,tuned_level_slope,0.1
3000106,serial_dependence,Serial dependence,107,tuned_level,0.03
3000106,serial_dependence,Serial dependence,107,tuned_level_slope,0.1
3000107,serial_dependence,Serial dependence,108,tuned_level,0.1
3000107,serial_dependence,Serial dependence,108,tuned_level_slope,0.1
3000108,serial_dependence,Serial dependence,109,tuned_level,0.03
3000108,serial_dependence,Serial dependence,109,tuned_level_slope,0.1
3000109,serial_dependence,Serial dependence,110,tuned_level,0.1
3000109,serial_dependence,Serial dependence,110,tuned_level_slope,0.1
3000110,serial_dependence,Serial dependence,111,tuned_level,0.1
3000110,serial_dependence,Serial dependence,111,tuned_level_slope,0.1
3000111,serial_dependence,Serial dependence,112,tuned_level,0.1
3000111,serial_dependence,Serial dependence,112,tuned_level_slope,0.1
3000112,serial_dependence,Serial dependence,113,tuned_level,0.1
3000112,serial_dependence,Serial dependence,113,tuned_level_slope,0.1
3000113,serial_dependence,Serial dependence,114,tuned_level,0.1
3000113,serial_dependence,Serial dependence,114,tuned_level_slope,0.1
3000114,serial_dependence,Serial dependence,115,tuned_level,0.03
3000114,serial_dependence,Serial dependence,115,tuned_level_slope,0.1
3000115,serial_dependence,Serial dependence,116,tuned_level,0.03
3000115,serial_dependence,Serial dependence,116,tuned_level_slope,0.1
3000116,serial_dependence,Serial dependence,117,tuned_level,0.03
3000116,serial_dependence,Serial dependence,117,tuned_level_slope,0.1
3000117,serial_dependence,Serial dependence,118,tuned_level,0.1
3000117,serial_dependence,Serial dependence,118,tuned_level_slope,0.1
3000118,serial_dependence,Serial dependence,119,tuned_level,0.1
3000118,serial_dependence,Serial dependence,119,tuned_level_slope,0.1
3000119,serial_dependence,Serial dependence,120,tuned_level,0.1
3000119,serial_dependence,Serial dependence,120,tuned_level_slope,0.1
4000100,discrete_map_rounding,Integer MAP rounding,101,tuned_level,0.0
4000100,discrete_map_rounding,Integer MAP rounding,101,tuned_level_slope,0.1
4000101,discrete_map_rounding,Integer MAP rounding,102,tuned_level,0.03
4000101,discrete_map_rounding,Integer MAP rounding,102,tuned_level_slope,0.1
4000102,discrete_map_rounding,Integer MAP rounding,103,tuned_level,0.03
4000102,discrete_map_rounding,Integer MAP rounding,103,tuned_level_slope,0.1
4000103,discrete_map_rounding,Integer MAP rounding,104,tuned_level,0.03
4000103,discrete_map_rounding,Integer MAP rounding,104,tuned_level_slope,0.1
4000104,discrete_map_rounding,Integer MAP rounding,105,tuned_level,0.03
4000104,discrete_map_rounding,Integer MAP rounding,105,tuned_level_slope,0.1
4000105,discrete_map_rounding,Integer MAP rounding,106,tuned_level,0.0
4000105,discrete_map_rounding,Integer MAP rounding,106,tuned_level_slope,0.1
4000106,discrete_map_rounding,Integer MAP rounding,107,tuned_level,0.03
4000106,discrete_map_rounding,Integer MAP rounding,107,tuned_level_slope,0.1
4000107,discrete_map_rounding,Integer MAP rounding,108,tuned_level,0.03
4000107,discrete_map_rounding,Integer MAP rounding,108,tuned_level_slope,0.1
4000108,discrete_map_rounding,Integer MAP rounding,109,tuned_level,0.03
4000108,discrete_map_rounding,Integer MAP rounding,109,tuned_level_slope,0.1
4000109,discrete_map_rounding,Integer MAP rounding,110,tuned_level,0.1
4000109,discrete_map_rounding,Integer MAP rounding,110,tuned_level_slope,0.1
4000110,discrete_map_rounding,Integer MAP rounding,111,tuned_level,0.03
4000110,discrete_map_rounding,Integer MAP rounding,111,tuned_level_slope,0.1
4000111,discrete_map_rounding,Integer MAP rounding,112,tuned_level,0.03
4000111,discrete_map_rounding,Integer MAP rounding,112,tuned_level_slope,0.1
4000112,discrete_map_rounding,Integer MAP rounding,113,tuned_level,0.03
4000112,discrete_map_rounding,Integer MAP rounding,113,tuned_level_slope,0.1
4000113,discrete_map_rounding,Integer MAP rounding,114,tuned_level,0.0
4000113,discrete_map_rounding,Integer MAP rounding,114,tuned_level_slope,0.1
4000114,discrete_map_rounding,Integer MAP rounding,115,tuned_level,0.03
4000114,discrete_map_rounding,Integer MAP rounding,115,tuned_level_slope,0.1
4000115,discrete_map_rounding,Integer MAP rounding,116,tuned_level,0.03
4000115,discrete_map_rounding,Integer MAP rounding,116,tuned_level_slope,0.1
4000116,discrete_map_rounding,Integer MAP rounding,117,tuned_level,0.03
4000116,discrete_map_rounding,Integer MAP rounding,117,tuned_level_slope,0.1
4000117,discrete_map_rounding,Integer MAP rounding,118,tuned_level,0.03
4000117,discrete_map_rounding,Integer MAP rounding,118,tuned_level_slope,0.1
4000118,discrete_map_rounding,Integer MAP rounding,119,tuned_level,0.03
4000118,discrete_map_rounding,Integer MAP rounding,119,tuned_level_slope,0.1
4000119,discrete_map_rounding,Integer MAP rounding,120,tuned_level,0.03
4000119,discrete_map_rounding,Integer MAP rounding,120,tuned_level_slope,0.1
5000100,informative_monitoring,Informative monitoring,101,tuned_level,0.03
5000100,informative_monitoring,Informative monitoring,101,tuned_level_slope,0.1
5000101,informative_monitoring,Informative monitoring,102,tuned_level,0.03
5000101,informative_monitoring,Informative monitoring,102,tuned_level_slope,0.1
5000102,informative_monitoring,Informative monitoring,103,tuned_level,0.03
5000102,informative_monitoring,Informative monitoring,103,tuned_level_slope,0.1
5000103,informative_monitoring,Informative monitoring,104,tuned_level,0.03
5000103,informative_monitoring,Informative monitoring,104,tuned_level_slope,0.1
5000104,informative_monitoring,Informative monitoring,105,tuned_level,0.03
5000104,informative_monitoring,Informative monitoring,105,tuned_level_slope,0.1
5000105,informative_monitoring,Informative monitoring,106,tuned_level,0.03
5000105,informative_monitoring,Informative monitoring,106,tuned_level_slope,0.1
5000106,informative_monitoring,Informative monitoring,107,tuned_level,0.03
5000106,informative_monitoring,Informative monitoring,107,tuned_level_slope,0.1
5000107,informative_monitoring,Informative monitoring,108,tuned_level,0.03
5000107,informative_monitoring,Informative monitoring,108,tuned_level_slope,0.1
5000108,informative_monitoring,Informative monitoring,109,tuned_level,0.03
5000108,informative_monitoring,Informative monitoring,109,tuned_level_slope,0.1
5000109,informative_monitoring,Informative monitoring,110,tuned_level,0.03
5000109,informative_monitoring,Informative monitoring,110,tuned_level_slope,0.1
5000110,informative_monitoring,Informative monitoring,111,tuned_level,0.03
5000110,informative_monitoring,Informative monitoring,111,tuned_level_slope,0.1
5000111,informative_monitoring,Informative monitoring,112,tuned_level,0.03
5000111,informative_monitoring,Informative monitoring,112,tuned_level_slope,0.1
5000112,informative_monitoring,Informative monitoring,113,tuned_level,0.03
5000112,informative_monitoring,Informative monitoring,113,tuned_level_slope,0.1
5000113,informative_monitoring,Informative monitoring,114,tuned_level,0.03
5000113,informative_monitoring,Informative monitoring,114,tuned_level_slope,0.1
5000114,informative_monitoring,Informative monitoring,115,tuned_level,0.03
5000114,informative_monitoring,Informative monitoring,115,tuned_level_slope,0.1
5000115,informative_monitoring,Informative monitoring,116,tuned_level,0.03
5000115,informative_monitoring,Informative monitoring,116,tuned_level_slope,0.1
5000116,informative_monitoring,Informative monitoring,117,tuned_level,0.03
5000116,informative_monitoring,Informative monitoring,117,tuned_level_slope,0.1
5000117,informative_monitoring,Informative monitoring,118,tuned_level,0.03
5000117,informative_monitoring,Informative monitoring,118,tuned_level_slope,0.1
5000118,informative_monitoring,Informative monitoring,119,tuned_level,0.03
5000118,informative_monitoring,Informative monitoring,119,tuned_level_slope,0.1
5000119,informative_monitoring,Informative monitoring,120,tuned_level,0.03
5000119,informative_monitoring,Informative monitoring,120,tuned_level_slope,0.1
6000100,cluster_size_informative,Cluster size--level association,101,tuned_level,0.03
6000100,cluster_size_informative,Cluster size--level association,101,tuned_level_slope,0.1
6000101,cluster_size_informative,Cluster size--level association,102,tuned_level,0.03
6000101,cluster_size_informative,Cluster size--level association,102,tuned_level_slope,0.1
6000102,cluster_size_informative,Cluster size--level association,103,tuned_level,0.03
6000102,cluster_size_informative,Cluster size--level association,103,tuned_level_slope,0.1
6000103,cluster_size_informative,Cluster size--level association,104,tuned_level,0.0
6000103,cluster_size_informative,Cluster size--level association,104,tuned_level_slope,0.1
6000104,cluster_size_informative,Cluster size--level association,105,tuned_level,0.03
6000104,cluster_size_informative,Cluster size--level association,105,tuned_level_slope,0.1
6000105,cluster_size_informative,Cluster size--level association,106,tuned_level,0.0
6000105,cluster_size_informative,Cluster size--level association,106,tuned_level_slope,0.1
6000106,cluster_size_informative,Cluster size--level association,107,tuned_level,0.03
6000106,cluster_size_informative,Cluster size--level association,107,tuned_level_slope,0.1
6000107,cluster_size_informative,Cluster size--level association,108,tuned_level,0.0
6000107,cluster_size_informative,Cluster size--level association,108,tuned_level_slope,0.1
6000108,cluster_size_informative,Cluster size--level association,109,tuned_level,0.03
6000108,cluster_size_informative,Cluster size--level association,109,tuned_level_slope,0.1
6000109,cluster_size_informative,Cluster size--level association,110,tuned_level,0.03
6000109,cluster_size_informative,Cluster size--level association,110,tuned_level_slope,0.1
6000110,cluster_size_informative,Cluster size--level association,111,tuned_level,0.03
6000110,cluster_size_informative,Cluster size--level association,111,tuned_level_slope,0.1
6000111,cluster_size_informative,Cluster size--level association,112,tuned_level,0.03
6000111,cluster_size_informative,Cluster size--level association,112,tuned_level_slope,0.1
6000112,cluster_size_informative,Cluster size--level association,113,tuned_level,0.03
6000112,cluster_size_informative,Cluster size--level association,113,tuned_level_slope,0.1
6000113,cluster_size_informative,Cluster size--level association,114,tuned_level,0.03
6000113,cluster_size_informative,Cluster size--level association,114,tuned_level_slope,0.1
6000114,cluster_size_informative,Cluster size--level association,115,tuned_level,0.03
6000114,cluster_size_informative,Cluster size--level association,115,tuned_level_slope,0.1
6000115,cluster_size_informative,Cluster size--level association,116,tuned_level,0.03
6000115,cluster_size_informative,Cluster size--level association,116,tuned_level_slope,0.1
6000116,cluster_size_informative,Cluster size--level association,117,tuned_level,0.03
6000116,cluster_size_informative,Cluster size--level association,117,tuned_level_slope,0.1
6000117,cluster_size_informative,Cluster size--level association,118,tuned_level,0.0
6000117,cluster_size_informative,Cluster size--level association,118,tuned_level_slope,0.1
6000118,cluster_size_informative,Cluster size--level association,119,tuned_level,0.0
6000118,cluster_size_informative,Cluster size--level association,119,tuned_level_slope,0.1
6000119,cluster_size_informative,Cluster size--level association,120,tuned_level,0.03
6000119,cluster_size_informative,Cluster size--level association,120,tuned_level_slope,0.1
7000100,common_time_misspecified,Misspecified common time,101,tuned_level,0.3
7000100,common_time_misspecified,Misspecified common time,101,tuned_level_slope,0.1
7000101,common_time_misspecified,Misspecified common time,102,tuned_level,0.3
7000101,common_time_misspecified,Misspecified common time,102,tuned_level_slope,0.1
7000102,common_time_misspecified,Misspecified common time,103,tuned_level,0.3
7000102,common_time_misspecified,Misspecified common time,103,tuned_level_slope,0.1
7000103,common_time_misspecified,Misspecified common time,104,tuned_level,0.1
7000103,common_time_misspecified,Misspecified common time,104,tuned_level_slope,0.1
7000104,common_time_misspecified,Misspecified common time,105,tuned_level,0.1
7000104,common_time_misspecified,Misspecified common time,105,tuned_level_slope,0.1
7000105,common_time_misspecified,Misspecified common time,106,tuned_level,0.3
7000105,common_time_misspecified,Misspecified common time,106,tuned_level_slope,0.3
7000106,common_time_misspecified,Misspecified common time,107,tuned_level,0.3
7000106,common_time_misspecified,Misspecified common time,107,tuned_level_slope,0.1
7000107,common_time_misspecified,Misspecified common time,108,tuned_level,0.1
7000107,common_time_misspecified,Misspecified common time,108,tuned_level_slope,0.1
7000108,common_time_misspecified,Misspecified common time,109,tuned_level,0.3
7000108,common_time_misspecified,Misspecified common time,109,tuned_level_slope,0.3
7000109,common_time_misspecified,Misspecified common time,110,tuned_level,0.1
7000109,common_time_misspecified,Misspecified common time,110,tuned_level_slope,0.1
7000110,common_time_misspecified,Misspecified common time,111,tuned_level,0.1
7000110,common_time_misspecified,Misspecified common time,111,tuned_level_slope,0.1
7000111,common_time_misspecified,Misspecified common time,112,tuned_level,0.1
7000111,common_time_misspecified,Misspecified common time,112,tuned_level_slope,0.1
7000112,common_time_misspecified,Misspecified common time,113,tuned_level,0.3
7000112,common_time_misspecified,Misspecified common time,113,tuned_level_slope,0.1
7000113,common_time_misspecified,Misspecified common time,114,tuned_level,0.3
7000113,common_time_misspecified,Misspecified common time,114,tuned_level_slope,0.3
7000114,common_time_misspecified,Misspecified common time,115,tuned_level,0.1
7000114,common_time_misspecified,Misspecified common time,115,tuned_level_slope,0.1
7000115,common_time_misspecified,Misspecified common time,116,tuned_level,0.1
7000115,common_time_misspecified,Misspecified common time,116,tuned_level_slope,0.1
7000116,common_time_misspecified,Misspecified common time,117,tuned_level,0.3
7000116,common_time_misspecified,Misspecified common time,117,tuned_level_slope,0.3
7000117,common_time_misspecified,Misspecified common time,118,tuned_level,0.3
7000117,common_time_misspecified,Misspecified common time,118,tuned_level_slope,0.1
7000118,common_time_misspecified,Misspecified common time,119,tuned_level,0.3
7000118,common_time_misspecified,Misspecified common time,119,tuned_level_slope,0.1
7000119,common_time_misspecified,Misspecified common time,120,tuned_level,0.1
7000119,common_time_misspecified,Misspecified common time,120,tuned_level_slope,0.1
8000100,level_plus_shape,Persistent level plus shape,101,tuned_level,1.0
8000100,level_plus_shape,Persistent level plus shape,101,tuned_level_slope,0.3
8000101,level_plus_shape,Persistent level plus shape,102,tuned_level,0.3
8000101,level_plus_shape,Persistent level plus shape,102,tuned_level_slope,0.1
8000102,level_plus_shape,Persistent level plus shape,103,tuned_level,3.0
8000102,level_plus_shape,Persistent level plus shape,103,tuned_level_slope,1.0
8000103,level_plus_shape,Persistent level plus shape,104,tuned_level,10.0
8000103,level_plus_shape,Persistent level plus shape,104,tuned_level_slope,0.3
8000104,level_plus_shape,Persistent level plus shape,105,tuned_level,1.0
8000104,level_plus_shape,Persistent level plus shape,105,tuned_level_slope,1.0
8000105,level_plus_shape,Persistent level plus shape,106,tuned_level,3.0
8000105,level_plus_shape,Persistent level plus shape,106,tuned_level_slope,0.3
8000106,level_plus_shape,Persistent level plus shape,107,tuned_level,1.0
8000106,level_plus_shape,Persistent level plus shape,107,tuned_level_slope,0.3
8000107,level_plus_shape,Persistent level plus shape,108,tuned_level,10.0
8000107,level_plus_shape,Persistent level plus shape,108,tuned_level_slope,10.0
8000108,level_plus_shape,Persistent level plus shape,109,tuned_level,3.0
8000108,level_plus_shape,Persistent level plus shape,109,tuned_level_slope,0.3
8000109,level_plus_shape,Persistent level plus shape,110,tuned_level,1.0
8000109,level_plus_shape,Persistent level plus shape,110,tuned_level_slope,0.1
8000110,level_plus_shape,Persistent level plus shape,111,tuned_level,1.0
8000110,level_plus_shape,Persistent level plus shape,111,tuned_level_slope,0.3
8000111,level_plus_shape,Persistent level plus shape,112,tuned_level,10.0
8000111,level_plus_shape,Persistent level plus shape,112,tuned_level_slope,10.0
8000112,level_plus_shape,Persistent level plus shape,113,tuned_level,0.3
8000112,level_plus_shape,Persistent level plus shape,113,tuned_level_slope,0.3
8000113,level_plus_shape,Persistent level plus shape,114,tuned_level,10.0
8000113,level_plus_shape,Persistent level plus shape,114,tuned_level_slope,3.0
8000114,level_plus_shape,Persistent level plus shape,115,tuned_level,1.0
8000114,level_plus_shape,Persistent level plus shape,115,tuned_level_slope,1.0
8000115,level_plus_shape,Persistent level plus shape,116,tuned_level,10.0
8000115,level_plus_shape,Persistent level plus shape,116,tuned_level_slope,1.0
8000116,level_plus_shape,Persistent level plus shape,117,tuned_level,10.0
8000116,level_plus_shape,Persistent level plus shape,117,tuned_level_slope,1.0
8000117,level_plus_shape,Persistent level plus shape,118,tuned_level,0.3
8000117,level_plus_shape,Persistent level plus shape,118,tuned_level_slope,0.1
8000118,level_plus_shape,Persistent level plus shape,119,tuned_level,1.0
8000118,level_plus_shape,Persistent level plus shape,119,tuned_level_slope,0.3
8000119,level_plus_shape,Persistent level plus shape,120,tuned_level,1.0
8000119,level_plus_shape,Persistent level plus shape,120,tuned_level_slope,0.3
9000100,treatment_feedback,Treatment feedback,101,tuned_level,0.1
9000100,treatment_feedback,Treatment feedback,101,tuned_level_slope,0.1
9000101,treatment_feedback,Treatment feedback,102,tuned_level,0.03
9000101,treatment_feedback,Treatment feedback,102,tuned_level_slope,0.1
9000102,treatment_feedback,Treatment feedback,103,tuned_level,0.1
9000102,treatment_feedback,Treatment feedback,103,tuned_level_slope,0.1
9000103,treatment_feedback,Treatment feedback,104,tuned_level,0.03
9000103,treatment_feedback,Treatment feedback,104,tuned_level_slope,0.1
9000104,treatment_feedback,Treatment feedback,105,tuned_level,0.1
9000104,treatment_feedback,Treatment feedback,105,tuned_level_slope,0.1
9000105,treatment_feedback,Treatment feedback,106,tuned_level,0.1
9000105,treatment_feedback,Treatment feedback,106,tuned_level_slope,0.1
9000106,treatment_feedback,Treatment feedback,107,tuned_level,0.03
9000106,treatment_feedback,Treatment feedback,107,tuned_level_slope,0.1
9000107,treatment_feedback,Treatment feedback,108,tuned_level,0.03
9000107,treatment_feedback,Treatment feedback,108,tuned_level_slope,0.1
9000108,treatment_feedback,Treatment feedback,109,tuned_level,0.03
9000108,treatment_feedback,Treatment feedback,109,tuned_level_slope,0.1
9000109,treatment_feedback,Treatment feedback,110,tuned_level,0.03
9000109,treatment_feedback,Treatment feedback,110,tuned_level_slope,0.1
9000110,treatment_feedback,Treatment feedback,111,tuned_level,0.03
9000110,treatment_feedback,Treatment feedback,111,tuned_level_slope,0.1
9000111,treatment_feedback,Treatment feedback,112,tuned_level,0.1
9000111,treatment_feedback,Treatment feedback,112,tuned_level_slope,0.1
9000112,treatment_feedback,Treatment feedback,113,tuned_level,0.1
9000112,treatment_feedback,Treatment feedback,113,tuned_level_slope,0.1
9000113,treatment_feedback,Treatment feedback,114,tuned_level,0.1
9000113,treatment_feedback,Treatment feedback,114,tuned_level_slope,0.1
9000114,treatment_feedback,Treatment feedback,115,tuned_level,0.03
9000114,treatment_feedback,Treatment feedback,115,tuned_level_slope,0.1
9000115,treatment_feedback,Treatment feedback,116,tuned_level,0.03
9000115,treatment_feedback,Treatment feedback,116,tuned_level_slope,0.1
9000116,treatment_feedback,Treatment feedback,117,tuned_level,0.1
9000116,treatment_feedback,Treatment feedback,117,tuned_level_slope,0.1
9000117,treatment_feedback,Treatment feedback,118,tuned_level,0.1
9000117,treatment_feedback,Treatment feedback,118,tuned_level_slope,0.1
9000118,treatment_feedback,Treatment feedback,119,tuned_level,0.1
9000118,treatment_feedback,Treatment feedback,119,tuned_level_slope,0.1
9000119,treatment_feedback,Treatment feedback,120,tuned_level,0.1
9000119,treatment_feedback,Treatment feedback,120,tuned_level_slope,0.1
10000100,transient_nonpersistent,Transient non-persistence,101,tuned_level,10.0
10000100,transient_nonpersistent,Transient non-persistence,101,tuned_level_slope,10.0
10000101,transient_nonpersistent,Transient non-persistence,102,tuned_level,3.0
10000101,transient_nonpersistent,Transient non-persistence,102,tuned_level_slope,1.0
10000102,transient_nonpersistent,Transient non-persistence,103,tuned_level,10.0
10000102,transient_nonpersistent,Transient non-persistence,103,tuned_level_slope,10.0
10000103,transient_nonpersistent,Transient non-persistence,104,tuned_level,10.0
10000103,transient_nonpersistent,Transient non-persistence,104,tuned_level_slope,10.0
10000104,transient_nonpersistent,Transient non-persistence,105,tuned_level,10.0
10000104,transient_nonpersistent,Transient non-persistence,105,tuned_level_slope,10.0
10000105,transient_nonpersistent,Transient non-persistence,106,tuned_level,10.0
10000105,transient_nonpersistent,Transient non-persistence,106,tuned_level_slope,10.0
10000106,transient_nonpersistent,Transient non-persistence,107,tuned_level,10.0
10000106,transient_nonpersistent,Transient non-persistence,107,tuned_level_slope,10.0
10000107,transient_nonpersistent,Transient non-persistence,108,tuned_level,10.0
10000107,transient_nonpersistent,Transient non-persistence,108,tuned_level_slope,10.0
10000108,transient_nonpersistent,Transient non-persistence,109,tuned_level,10.0
10000108,transient_nonpersistent,Transient non-persistence,109,tuned_level_slope,10.0
10000109,transient_nonpersistent,Transient non-persistence,110,tuned_level,10.0
10000109,transient_nonpersistent,Transient non-persistence,110,tuned_level_slope,10.0
10000110,transient_nonpersistent,Transient non-persistence,111,tuned_level,10.0
10000110,transient_nonpersistent,Transient non-persistence,111,tuned_level_slope,10.0
10000111,transient_nonpersistent,Transient non-persistence,112,tuned_level,10.0
10000111,transient_nonpersistent,Transient non-persistence,112,tuned_level_slope,10.0
10000112,transient_nonpersistent,Transient non-persistence,113,tuned_level,3.0
10000112,transient_nonpersistent,Transient non-persistence,113,tuned_level_slope,3.0
10000113,transient_nonpersistent,Transient non-persistence,114,tuned_level,10.0
10000113,transient_nonpersistent,Transient non-persistence,114,tuned_level_slope,10.0
10000114,transient_nonpersistent,Transient non-persistence,115,tuned_level,10.0
10000114,transient_nonpersistent,Transient non-persistence,115,tuned_level_slope,10.0
10000115,transient_nonpersistent,Transient non-persistence,116,tuned_level,10.0
10000115,transient_nonpersistent,Transient non-persistence,116,tuned_level_slope,10.0
10000116,transient_nonpersistent,Transient non-persistence,117,tuned_level,10.0
10000116,transient_nonpersistent,Transient non-persistence,117,tuned_level_slope,10.0
10000117,transient_nonpersistent,Transient non-persistence,118,tuned_level,10.0
10000117,transient_nonpersistent,Transient non-persistence,118,tuned_level_slope,10.0
10000118,transient_nonpersistent,Transient non-persistence,119,tuned_level,10.0
10000118,transient_nonpersistent,Transient non-persistence,119,tuned_level_slope,10.0
10000119,transient_nonpersistent,Transient non-persistence,120,tuned_level,10.0
10000119,transient_nonpersistent,Transient non-persistence,120,tuned_level_slope,10.0
120,ideal_large_dense,"Ideal: large, dense",121,tuned_level,0.03
120,ideal_large_dense,"Ideal: large, dense",121,tuned_level_slope,0.1
121,ideal_large_dense,"Ideal: large, dense",122,tuned_level,0.03
121,ideal_large_dense,"Ideal: large, dense",122,tuned_level_slope,0.1
122,ideal_large_dense,"Ideal: large, dense",123,tuned_level,0.03
122,ideal_large_dense,"Ideal: large, dense",123,tuned_level_slope,0.1
123,ideal_large_dense,"Ideal: large, dense",124,tuned_level,0.03
123,ideal_large_dense,"Ideal: large, dense",124,tuned_level_slope,0.1
124,ideal_large_dense,"Ideal: large, dense",125,tuned_level,0.03
124,ideal_large_dense,"Ideal: large, dense",125,tuned_level_slope,0.1
125,ideal_large_dense,"Ideal: large, dense",126,tuned_level,0.03
125,ideal_large_dense,"Ideal: large, dense",126,tuned_level_slope,0.1
126,ideal_large_dense,"Ideal: large, dense",127,tuned_level,0.03
126,ideal_large_dense,"Ideal: large, dense",127,tuned_level_slope,0.1
127,ideal_large_dense,"Ideal: large, dense",128,tuned_level,0.03
127,ideal_large_dense,"Ideal: large, dense",128,tuned_level_slope,0.1
128,ideal_large_dense,"Ideal: large, dense",129,tuned_level,0.03
128,ideal_large_dense,"Ideal: large, dense",129,tuned_level_slope,0.1
129,ideal_large_dense,"Ideal: large, dense",130,tuned_level,0.1
129,ideal_large_dense,"Ideal: large, dense",130,tuned_level_slope,0.1
130,ideal_large_dense,"Ideal: large, dense",131,tuned_level,0.03
130,ideal_large_dense,"Ideal: large, dense",131,tuned_level_slope,0.1
131,ideal_large_dense,"Ideal: large, dense",132,tuned_level,0.03
